annots,mix,music,sfx,speech
D:\dnr\tr\26467\annots.csv,D:\dnr\tr\26467\mix.wav,D:\dnr\tr\26467\music.wav,D:\dnr\tr\26467\sfx.wav,D:\dnr\tr\26467\speech.wav
D:\dnr\tr\26503\annots.csv,D:\dnr\tr\26503\mix.wav,D:\dnr\tr\26503\music.wav,D:\dnr\tr\26503\sfx.wav,D:\dnr\tr\26503\speech.wav
D:\dnr\tr\26512\annots.csv,D:\dnr\tr\26512\mix.wav,D:\dnr\tr\26512\music.wav,D:\dnr\tr\26512\sfx.wav,D:\dnr\tr\26512\speech.wav
D:\dnr\tr\26549\annots.csv,D:\dnr\tr\26549\mix.wav,D:\dnr\tr\26549\music.wav,D:\dnr\tr\26549\sfx.wav,D:\dnr\tr\26549\speech.wav
D:\dnr\tr\26576\annots.csv,D:\dnr\tr\26576\mix.wav,D:\dnr\tr\26576\music.wav,D:\dnr\tr\26576\sfx.wav,D:\dnr\tr\26576\speech.wav
D:\dnr\tr\26620\annots.csv,D:\dnr\tr\26620\mix.wav,D:\dnr\tr\26620\music.wav,D:\dnr\tr\26620\sfx.wav,D:\dnr\tr\26620\speech.wav
D:\dnr\tr\26628\annots.csv,D:\dnr\tr\26628\mix.wav,D:\dnr\tr\26628\music.wav,D:\dnr\tr\26628\sfx.wav,D:\dnr\tr\26628\speech.wav
D:\dnr\tr\26631\annots.csv,D:\dnr\tr\26631\mix.wav,D:\dnr\tr\26631\music.wav,D:\dnr\tr\26631\sfx.wav,D:\dnr\tr\26631\speech.wav
D:\dnr\tr\2667\annots.csv,D:\dnr\tr\2667\mix.wav,D:\dnr\tr\2667\music.wav,D:\dnr\tr\2667\sfx.wav,D:\dnr\tr\2667\speech.wav
D:\dnr\tr\26679\annots.csv,D:\dnr\tr\26679\mix.wav,D:\dnr\tr\26679\music.wav,D:\dnr\tr\26679\sfx.wav,D:\dnr\tr\26679\speech.wav
D:\dnr\tr\26689\annots.csv,D:\dnr\tr\26689\mix.wav,D:\dnr\tr\26689\music.wav,D:\dnr\tr\26689\sfx.wav,D:\dnr\tr\26689\speech.wav
D:\dnr\tr\26733\annots.csv,D:\dnr\tr\26733\mix.wav,D:\dnr\tr\26733\music.wav,D:\dnr\tr\26733\sfx.wav,D:\dnr\tr\26733\speech.wav
D:\dnr\tr\26753\annots.csv,D:\dnr\tr\26753\mix.wav,D:\dnr\tr\26753\music.wav,D:\dnr\tr\26753\sfx.wav,D:\dnr\tr\26753\speech.wav
D:\dnr\tr\26806\annots.csv,D:\dnr\tr\26806\mix.wav,D:\dnr\tr\26806\music.wav,D:\dnr\tr\26806\sfx.wav,D:\dnr\tr\26806\speech.wav
D:\dnr\tr\26815\annots.csv,D:\dnr\tr\26815\mix.wav,D:\dnr\tr\26815\music.wav,D:\dnr\tr\26815\sfx.wav,D:\dnr\tr\26815\speech.wav
D:\dnr\tr\2686\annots.csv,D:\dnr\tr\2686\mix.wav,D:\dnr\tr\2686\music.wav,D:\dnr\tr\2686\sfx.wav,D:\dnr\tr\2686\speech.wav
D:\dnr\tr\26896\annots.csv,D:\dnr\tr\26896\mix.wav,D:\dnr\tr\26896\music.wav,D:\dnr\tr\26896\sfx.wav,D:\dnr\tr\26896\speech.wav
D:\dnr\tr\26923\annots.csv,D:\dnr\tr\26923\mix.wav,D:\dnr\tr\26923\music.wav,D:\dnr\tr\26923\sfx.wav,D:\dnr\tr\26923\speech.wav
D:\dnr\tr\26936\annots.csv,D:\dnr\tr\26936\mix.wav,D:\dnr\tr\26936\music.wav,D:\dnr\tr\26936\sfx.wav,D:\dnr\tr\26936\speech.wav
D:\dnr\tr\26959\annots.csv,D:\dnr\tr\26959\mix.wav,D:\dnr\tr\26959\music.wav,D:\dnr\tr\26959\sfx.wav,D:\dnr\tr\26959\speech.wav
D:\dnr\tr\27001\annots.csv,D:\dnr\tr\27001\mix.wav,D:\dnr\tr\27001\music.wav,D:\dnr\tr\27001\sfx.wav,D:\dnr\tr\27001\speech.wav
D:\dnr\tr\27004\annots.csv,D:\dnr\tr\27004\mix.wav,D:\dnr\tr\27004\music.wav,D:\dnr\tr\27004\sfx.wav,D:\dnr\tr\27004\speech.wav
D:\dnr\tr\27006\annots.csv,D:\dnr\tr\27006\mix.wav,D:\dnr\tr\27006\music.wav,D:\dnr\tr\27006\sfx.wav,D:\dnr\tr\27006\speech.wav
D:\dnr\tr\27021\annots.csv,D:\dnr\tr\27021\mix.wav,D:\dnr\tr\27021\music.wav,D:\dnr\tr\27021\sfx.wav,D:\dnr\tr\27021\speech.wav
D:\dnr\tr\27067\annots.csv,D:\dnr\tr\27067\mix.wav,D:\dnr\tr\27067\music.wav,D:\dnr\tr\27067\sfx.wav,D:\dnr\tr\27067\speech.wav
D:\dnr\tr\27117\annots.csv,D:\dnr\tr\27117\mix.wav,D:\dnr\tr\27117\music.wav,D:\dnr\tr\27117\sfx.wav,D:\dnr\tr\27117\speech.wav
D:\dnr\tr\27131\annots.csv,D:\dnr\tr\27131\mix.wav,D:\dnr\tr\27131\music.wav,D:\dnr\tr\27131\sfx.wav,D:\dnr\tr\27131\speech.wav
D:\dnr\tr\27153\annots.csv,D:\dnr\tr\27153\mix.wav,D:\dnr\tr\27153\music.wav,D:\dnr\tr\27153\sfx.wav,D:\dnr\tr\27153\speech.wav
D:\dnr\tr\27161\annots.csv,D:\dnr\tr\27161\mix.wav,D:\dnr\tr\27161\music.wav,D:\dnr\tr\27161\sfx.wav,D:\dnr\tr\27161\speech.wav
D:\dnr\tr\2717\annots.csv,D:\dnr\tr\2717\mix.wav,D:\dnr\tr\2717\music.wav,D:\dnr\tr\2717\sfx.wav,D:\dnr\tr\2717\speech.wav
D:\dnr\tr\27214\annots.csv,D:\dnr\tr\27214\mix.wav,D:\dnr\tr\27214\music.wav,D:\dnr\tr\27214\sfx.wav,D:\dnr\tr\27214\speech.wav
D:\dnr\tr\27237\annots.csv,D:\dnr\tr\27237\mix.wav,D:\dnr\tr\27237\music.wav,D:\dnr\tr\27237\sfx.wav,D:\dnr\tr\27237\speech.wav
D:\dnr\tr\27272\annots.csv,D:\dnr\tr\27272\mix.wav,D:\dnr\tr\27272\music.wav,D:\dnr\tr\27272\sfx.wav,D:\dnr\tr\27272\speech.wav
D:\dnr\tr\27294\annots.csv,D:\dnr\tr\27294\mix.wav,D:\dnr\tr\27294\music.wav,D:\dnr\tr\27294\sfx.wav,D:\dnr\tr\27294\speech.wav
D:\dnr\tr\27304\annots.csv,D:\dnr\tr\27304\mix.wav,D:\dnr\tr\27304\music.wav,D:\dnr\tr\27304\sfx.wav,D:\dnr\tr\27304\speech.wav
D:\dnr\tr\27343\annots.csv,D:\dnr\tr\27343\mix.wav,D:\dnr\tr\27343\music.wav,D:\dnr\tr\27343\sfx.wav,D:\dnr\tr\27343\speech.wav
D:\dnr\tr\2736\annots.csv,D:\dnr\tr\2736\mix.wav,D:\dnr\tr\2736\music.wav,D:\dnr\tr\2736\sfx.wav,D:\dnr\tr\2736\speech.wav
D:\dnr\tr\2737\annots.csv,D:\dnr\tr\2737\mix.wav,D:\dnr\tr\2737\music.wav,D:\dnr\tr\2737\sfx.wav,D:\dnr\tr\2737\speech.wav
D:\dnr\tr\27409\annots.csv,D:\dnr\tr\27409\mix.wav,D:\dnr\tr\27409\music.wav,D:\dnr\tr\27409\sfx.wav,D:\dnr\tr\27409\speech.wav
D:\dnr\tr\2743\annots.csv,D:\dnr\tr\2743\mix.wav,D:\dnr\tr\2743\music.wav,D:\dnr\tr\2743\sfx.wav,D:\dnr\tr\2743\speech.wav
D:\dnr\tr\27456\annots.csv,D:\dnr\tr\27456\mix.wav,D:\dnr\tr\27456\music.wav,D:\dnr\tr\27456\sfx.wav,D:\dnr\tr\27456\speech.wav
D:\dnr\tr\27480\annots.csv,D:\dnr\tr\27480\mix.wav,D:\dnr\tr\27480\music.wav,D:\dnr\tr\27480\sfx.wav,D:\dnr\tr\27480\speech.wav
D:\dnr\tr\27484\annots.csv,D:\dnr\tr\27484\mix.wav,D:\dnr\tr\27484\music.wav,D:\dnr\tr\27484\sfx.wav,D:\dnr\tr\27484\speech.wav
D:\dnr\tr\27634\annots.csv,D:\dnr\tr\27634\mix.wav,D:\dnr\tr\27634\music.wav,D:\dnr\tr\27634\sfx.wav,D:\dnr\tr\27634\speech.wav
D:\dnr\tr\27654\annots.csv,D:\dnr\tr\27654\mix.wav,D:\dnr\tr\27654\music.wav,D:\dnr\tr\27654\sfx.wav,D:\dnr\tr\27654\speech.wav
D:\dnr\tr\27657\annots.csv,D:\dnr\tr\27657\mix.wav,D:\dnr\tr\27657\music.wav,D:\dnr\tr\27657\sfx.wav,D:\dnr\tr\27657\speech.wav
D:\dnr\tr\27708\annots.csv,D:\dnr\tr\27708\mix.wav,D:\dnr\tr\27708\music.wav,D:\dnr\tr\27708\sfx.wav,D:\dnr\tr\27708\speech.wav
D:\dnr\tr\27713\annots.csv,D:\dnr\tr\27713\mix.wav,D:\dnr\tr\27713\music.wav,D:\dnr\tr\27713\sfx.wav,D:\dnr\tr\27713\speech.wav
D:\dnr\tr\27737\annots.csv,D:\dnr\tr\27737\mix.wav,D:\dnr\tr\27737\music.wav,D:\dnr\tr\27737\sfx.wav,D:\dnr\tr\27737\speech.wav
D:\dnr\tr\2774\annots.csv,D:\dnr\tr\2774\mix.wav,D:\dnr\tr\2774\music.wav,D:\dnr\tr\2774\sfx.wav,D:\dnr\tr\2774\speech.wav
D:\dnr\tr\27744\annots.csv,D:\dnr\tr\27744\mix.wav,D:\dnr\tr\27744\music.wav,D:\dnr\tr\27744\sfx.wav,D:\dnr\tr\27744\speech.wav
D:\dnr\tr\27757\annots.csv,D:\dnr\tr\27757\mix.wav,D:\dnr\tr\27757\music.wav,D:\dnr\tr\27757\sfx.wav,D:\dnr\tr\27757\speech.wav
D:\dnr\tr\27838\annots.csv,D:\dnr\tr\27838\mix.wav,D:\dnr\tr\27838\music.wav,D:\dnr\tr\27838\sfx.wav,D:\dnr\tr\27838\speech.wav
D:\dnr\tr\27844\annots.csv,D:\dnr\tr\27844\mix.wav,D:\dnr\tr\27844\music.wav,D:\dnr\tr\27844\sfx.wav,D:\dnr\tr\27844\speech.wav
D:\dnr\tr\27966\annots.csv,D:\dnr\tr\27966\mix.wav,D:\dnr\tr\27966\music.wav,D:\dnr\tr\27966\sfx.wav,D:\dnr\tr\27966\speech.wav
D:\dnr\tr\2799\annots.csv,D:\dnr\tr\2799\mix.wav,D:\dnr\tr\2799\music.wav,D:\dnr\tr\2799\sfx.wav,D:\dnr\tr\2799\speech.wav
D:\dnr\tr\27996\annots.csv,D:\dnr\tr\27996\mix.wav,D:\dnr\tr\27996\music.wav,D:\dnr\tr\27996\sfx.wav,D:\dnr\tr\27996\speech.wav
D:\dnr\tr\28001\annots.csv,D:\dnr\tr\28001\mix.wav,D:\dnr\tr\28001\music.wav,D:\dnr\tr\28001\sfx.wav,D:\dnr\tr\28001\speech.wav
D:\dnr\tr\28003\annots.csv,D:\dnr\tr\28003\mix.wav,D:\dnr\tr\28003\music.wav,D:\dnr\tr\28003\sfx.wav,D:\dnr\tr\28003\speech.wav
D:\dnr\tr\28021\annots.csv,D:\dnr\tr\28021\mix.wav,D:\dnr\tr\28021\music.wav,D:\dnr\tr\28021\sfx.wav,D:\dnr\tr\28021\speech.wav
D:\dnr\tr\28022\annots.csv,D:\dnr\tr\28022\mix.wav,D:\dnr\tr\28022\music.wav,D:\dnr\tr\28022\sfx.wav,D:\dnr\tr\28022\speech.wav
D:\dnr\tr\28030\annots.csv,D:\dnr\tr\28030\mix.wav,D:\dnr\tr\28030\music.wav,D:\dnr\tr\28030\sfx.wav,D:\dnr\tr\28030\speech.wav
D:\dnr\tr\28065\annots.csv,D:\dnr\tr\28065\mix.wav,D:\dnr\tr\28065\music.wav,D:\dnr\tr\28065\sfx.wav,D:\dnr\tr\28065\speech.wav
D:\dnr\tr\28067\annots.csv,D:\dnr\tr\28067\mix.wav,D:\dnr\tr\28067\music.wav,D:\dnr\tr\28067\sfx.wav,D:\dnr\tr\28067\speech.wav
D:\dnr\tr\281\annots.csv,D:\dnr\tr\281\mix.wav,D:\dnr\tr\281\music.wav,D:\dnr\tr\281\sfx.wav,D:\dnr\tr\281\speech.wav
D:\dnr\tr\2811\annots.csv,D:\dnr\tr\2811\mix.wav,D:\dnr\tr\2811\music.wav,D:\dnr\tr\2811\sfx.wav,D:\dnr\tr\2811\speech.wav
D:\dnr\tr\28112\annots.csv,D:\dnr\tr\28112\mix.wav,D:\dnr\tr\28112\music.wav,D:\dnr\tr\28112\sfx.wav,D:\dnr\tr\28112\speech.wav
D:\dnr\tr\28209\annots.csv,D:\dnr\tr\28209\mix.wav,D:\dnr\tr\28209\music.wav,D:\dnr\tr\28209\sfx.wav,D:\dnr\tr\28209\speech.wav
D:\dnr\tr\28247\annots.csv,D:\dnr\tr\28247\mix.wav,D:\dnr\tr\28247\music.wav,D:\dnr\tr\28247\sfx.wav,D:\dnr\tr\28247\speech.wav
D:\dnr\tr\28248\annots.csv,D:\dnr\tr\28248\mix.wav,D:\dnr\tr\28248\music.wav,D:\dnr\tr\28248\sfx.wav,D:\dnr\tr\28248\speech.wav
D:\dnr\tr\28260\annots.csv,D:\dnr\tr\28260\mix.wav,D:\dnr\tr\28260\music.wav,D:\dnr\tr\28260\sfx.wav,D:\dnr\tr\28260\speech.wav
D:\dnr\tr\28353\annots.csv,D:\dnr\tr\28353\mix.wav,D:\dnr\tr\28353\music.wav,D:\dnr\tr\28353\sfx.wav,D:\dnr\tr\28353\speech.wav
D:\dnr\tr\28402\annots.csv,D:\dnr\tr\28402\mix.wav,D:\dnr\tr\28402\music.wav,D:\dnr\tr\28402\sfx.wav,D:\dnr\tr\28402\speech.wav
D:\dnr\tr\28408\annots.csv,D:\dnr\tr\28408\mix.wav,D:\dnr\tr\28408\music.wav,D:\dnr\tr\28408\sfx.wav,D:\dnr\tr\28408\speech.wav
D:\dnr\tr\28419\annots.csv,D:\dnr\tr\28419\mix.wav,D:\dnr\tr\28419\music.wav,D:\dnr\tr\28419\sfx.wav,D:\dnr\tr\28419\speech.wav
D:\dnr\tr\28427\annots.csv,D:\dnr\tr\28427\mix.wav,D:\dnr\tr\28427\music.wav,D:\dnr\tr\28427\sfx.wav,D:\dnr\tr\28427\speech.wav
D:\dnr\tr\28434\annots.csv,D:\dnr\tr\28434\mix.wav,D:\dnr\tr\28434\music.wav,D:\dnr\tr\28434\sfx.wav,D:\dnr\tr\28434\speech.wav
D:\dnr\tr\28453\annots.csv,D:\dnr\tr\28453\mix.wav,D:\dnr\tr\28453\music.wav,D:\dnr\tr\28453\sfx.wav,D:\dnr\tr\28453\speech.wav
D:\dnr\tr\28469\annots.csv,D:\dnr\tr\28469\mix.wav,D:\dnr\tr\28469\music.wav,D:\dnr\tr\28469\sfx.wav,D:\dnr\tr\28469\speech.wav
D:\dnr\tr\28488\annots.csv,D:\dnr\tr\28488\mix.wav,D:\dnr\tr\28488\music.wav,D:\dnr\tr\28488\sfx.wav,D:\dnr\tr\28488\speech.wav
D:\dnr\tr\28508\annots.csv,D:\dnr\tr\28508\mix.wav,D:\dnr\tr\28508\music.wav,D:\dnr\tr\28508\sfx.wav,D:\dnr\tr\28508\speech.wav
D:\dnr\tr\28585\annots.csv,D:\dnr\tr\28585\mix.wav,D:\dnr\tr\28585\music.wav,D:\dnr\tr\28585\sfx.wav,D:\dnr\tr\28585\speech.wav
D:\dnr\tr\286\annots.csv,D:\dnr\tr\286\mix.wav,D:\dnr\tr\286\music.wav,D:\dnr\tr\286\sfx.wav,D:\dnr\tr\286\speech.wav
D:\dnr\tr\28624\annots.csv,D:\dnr\tr\28624\mix.wav,D:\dnr\tr\28624\music.wav,D:\dnr\tr\28624\sfx.wav,D:\dnr\tr\28624\speech.wav
D:\dnr\tr\28629\annots.csv,D:\dnr\tr\28629\mix.wav,D:\dnr\tr\28629\music.wav,D:\dnr\tr\28629\sfx.wav,D:\dnr\tr\28629\speech.wav
D:\dnr\tr\28641\annots.csv,D:\dnr\tr\28641\mix.wav,D:\dnr\tr\28641\music.wav,D:\dnr\tr\28641\sfx.wav,D:\dnr\tr\28641\speech.wav
D:\dnr\tr\28678\annots.csv,D:\dnr\tr\28678\mix.wav,D:\dnr\tr\28678\music.wav,D:\dnr\tr\28678\sfx.wav,D:\dnr\tr\28678\speech.wav
D:\dnr\tr\28711\annots.csv,D:\dnr\tr\28711\mix.wav,D:\dnr\tr\28711\music.wav,D:\dnr\tr\28711\sfx.wav,D:\dnr\tr\28711\speech.wav
D:\dnr\tr\28739\annots.csv,D:\dnr\tr\28739\mix.wav,D:\dnr\tr\28739\music.wav,D:\dnr\tr\28739\sfx.wav,D:\dnr\tr\28739\speech.wav
D:\dnr\tr\28741\annots.csv,D:\dnr\tr\28741\mix.wav,D:\dnr\tr\28741\music.wav,D:\dnr\tr\28741\sfx.wav,D:\dnr\tr\28741\speech.wav
D:\dnr\tr\2875\annots.csv,D:\dnr\tr\2875\mix.wav,D:\dnr\tr\2875\music.wav,D:\dnr\tr\2875\sfx.wav,D:\dnr\tr\2875\speech.wav
D:\dnr\tr\28761\annots.csv,D:\dnr\tr\28761\mix.wav,D:\dnr\tr\28761\music.wav,D:\dnr\tr\28761\sfx.wav,D:\dnr\tr\28761\speech.wav
D:\dnr\tr\28789\annots.csv,D:\dnr\tr\28789\mix.wav,D:\dnr\tr\28789\music.wav,D:\dnr\tr\28789\sfx.wav,D:\dnr\tr\28789\speech.wav
D:\dnr\tr\28802\annots.csv,D:\dnr\tr\28802\mix.wav,D:\dnr\tr\28802\music.wav,D:\dnr\tr\28802\sfx.wav,D:\dnr\tr\28802\speech.wav
D:\dnr\tr\28808\annots.csv,D:\dnr\tr\28808\mix.wav,D:\dnr\tr\28808\music.wav,D:\dnr\tr\28808\sfx.wav,D:\dnr\tr\28808\speech.wav
D:\dnr\tr\28818\annots.csv,D:\dnr\tr\28818\mix.wav,D:\dnr\tr\28818\music.wav,D:\dnr\tr\28818\sfx.wav,D:\dnr\tr\28818\speech.wav
D:\dnr\tr\28903\annots.csv,D:\dnr\tr\28903\mix.wav,D:\dnr\tr\28903\music.wav,D:\dnr\tr\28903\sfx.wav,D:\dnr\tr\28903\speech.wav
D:\dnr\tr\28905\annots.csv,D:\dnr\tr\28905\mix.wav,D:\dnr\tr\28905\music.wav,D:\dnr\tr\28905\sfx.wav,D:\dnr\tr\28905\speech.wav
D:\dnr\tr\28929\annots.csv,D:\dnr\tr\28929\mix.wav,D:\dnr\tr\28929\music.wav,D:\dnr\tr\28929\sfx.wav,D:\dnr\tr\28929\speech.wav
D:\dnr\tr\28940\annots.csv,D:\dnr\tr\28940\mix.wav,D:\dnr\tr\28940\music.wav,D:\dnr\tr\28940\sfx.wav,D:\dnr\tr\28940\speech.wav
D:\dnr\tr\28942\annots.csv,D:\dnr\tr\28942\mix.wav,D:\dnr\tr\28942\music.wav,D:\dnr\tr\28942\sfx.wav,D:\dnr\tr\28942\speech.wav
D:\dnr\tr\28953\annots.csv,D:\dnr\tr\28953\mix.wav,D:\dnr\tr\28953\music.wav,D:\dnr\tr\28953\sfx.wav,D:\dnr\tr\28953\speech.wav
D:\dnr\tr\28974\annots.csv,D:\dnr\tr\28974\mix.wav,D:\dnr\tr\28974\music.wav,D:\dnr\tr\28974\sfx.wav,D:\dnr\tr\28974\speech.wav
D:\dnr\tr\28989\annots.csv,D:\dnr\tr\28989\mix.wav,D:\dnr\tr\28989\music.wav,D:\dnr\tr\28989\sfx.wav,D:\dnr\tr\28989\speech.wav
D:\dnr\tr\29020\annots.csv,D:\dnr\tr\29020\mix.wav,D:\dnr\tr\29020\music.wav,D:\dnr\tr\29020\sfx.wav,D:\dnr\tr\29020\speech.wav
D:\dnr\tr\29061\annots.csv,D:\dnr\tr\29061\mix.wav,D:\dnr\tr\29061\music.wav,D:\dnr\tr\29061\sfx.wav,D:\dnr\tr\29061\speech.wav
D:\dnr\tr\2907\annots.csv,D:\dnr\tr\2907\mix.wav,D:\dnr\tr\2907\music.wav,D:\dnr\tr\2907\sfx.wav,D:\dnr\tr\2907\speech.wav
D:\dnr\tr\29087\annots.csv,D:\dnr\tr\29087\mix.wav,D:\dnr\tr\29087\music.wav,D:\dnr\tr\29087\sfx.wav,D:\dnr\tr\29087\speech.wav
D:\dnr\tr\29110\annots.csv,D:\dnr\tr\29110\mix.wav,D:\dnr\tr\29110\music.wav,D:\dnr\tr\29110\sfx.wav,D:\dnr\tr\29110\speech.wav
D:\dnr\tr\29135\annots.csv,D:\dnr\tr\29135\mix.wav,D:\dnr\tr\29135\music.wav,D:\dnr\tr\29135\sfx.wav,D:\dnr\tr\29135\speech.wav
D:\dnr\tr\29156\annots.csv,D:\dnr\tr\29156\mix.wav,D:\dnr\tr\29156\music.wav,D:\dnr\tr\29156\sfx.wav,D:\dnr\tr\29156\speech.wav
D:\dnr\tr\29158\annots.csv,D:\dnr\tr\29158\mix.wav,D:\dnr\tr\29158\music.wav,D:\dnr\tr\29158\sfx.wav,D:\dnr\tr\29158\speech.wav
D:\dnr\tr\29205\annots.csv,D:\dnr\tr\29205\mix.wav,D:\dnr\tr\29205\music.wav,D:\dnr\tr\29205\sfx.wav,D:\dnr\tr\29205\speech.wav
D:\dnr\tr\29217\annots.csv,D:\dnr\tr\29217\mix.wav,D:\dnr\tr\29217\music.wav,D:\dnr\tr\29217\sfx.wav,D:\dnr\tr\29217\speech.wav
D:\dnr\tr\29221\annots.csv,D:\dnr\tr\29221\mix.wav,D:\dnr\tr\29221\music.wav,D:\dnr\tr\29221\sfx.wav,D:\dnr\tr\29221\speech.wav
D:\dnr\tr\29244\annots.csv,D:\dnr\tr\29244\mix.wav,D:\dnr\tr\29244\music.wav,D:\dnr\tr\29244\sfx.wav,D:\dnr\tr\29244\speech.wav
D:\dnr\tr\29281\annots.csv,D:\dnr\tr\29281\mix.wav,D:\dnr\tr\29281\music.wav,D:\dnr\tr\29281\sfx.wav,D:\dnr\tr\29281\speech.wav
D:\dnr\tr\29287\annots.csv,D:\dnr\tr\29287\mix.wav,D:\dnr\tr\29287\music.wav,D:\dnr\tr\29287\sfx.wav,D:\dnr\tr\29287\speech.wav
D:\dnr\tr\29306\annots.csv,D:\dnr\tr\29306\mix.wav,D:\dnr\tr\29306\music.wav,D:\dnr\tr\29306\sfx.wav,D:\dnr\tr\29306\speech.wav
D:\dnr\tr\29309\annots.csv,D:\dnr\tr\29309\mix.wav,D:\dnr\tr\29309\music.wav,D:\dnr\tr\29309\sfx.wav,D:\dnr\tr\29309\speech.wav
D:\dnr\tr\29334\annots.csv,D:\dnr\tr\29334\mix.wav,D:\dnr\tr\29334\music.wav,D:\dnr\tr\29334\sfx.wav,D:\dnr\tr\29334\speech.wav
D:\dnr\tr\29381\annots.csv,D:\dnr\tr\29381\mix.wav,D:\dnr\tr\29381\music.wav,D:\dnr\tr\29381\sfx.wav,D:\dnr\tr\29381\speech.wav
D:\dnr\tr\29453\annots.csv,D:\dnr\tr\29453\mix.wav,D:\dnr\tr\29453\music.wav,D:\dnr\tr\29453\sfx.wav,D:\dnr\tr\29453\speech.wav
D:\dnr\tr\29455\annots.csv,D:\dnr\tr\29455\mix.wav,D:\dnr\tr\29455\music.wav,D:\dnr\tr\29455\sfx.wav,D:\dnr\tr\29455\speech.wav
D:\dnr\tr\29461\annots.csv,D:\dnr\tr\29461\mix.wav,D:\dnr\tr\29461\music.wav,D:\dnr\tr\29461\sfx.wav,D:\dnr\tr\29461\speech.wav
D:\dnr\tr\2950\annots.csv,D:\dnr\tr\2950\mix.wav,D:\dnr\tr\2950\music.wav,D:\dnr\tr\2950\sfx.wav,D:\dnr\tr\2950\speech.wav
D:\dnr\tr\29570\annots.csv,D:\dnr\tr\29570\mix.wav,D:\dnr\tr\29570\music.wav,D:\dnr\tr\29570\sfx.wav,D:\dnr\tr\29570\speech.wav
D:\dnr\tr\29582\annots.csv,D:\dnr\tr\29582\mix.wav,D:\dnr\tr\29582\music.wav,D:\dnr\tr\29582\sfx.wav,D:\dnr\tr\29582\speech.wav
D:\dnr\tr\29614\annots.csv,D:\dnr\tr\29614\mix.wav,D:\dnr\tr\29614\music.wav,D:\dnr\tr\29614\sfx.wav,D:\dnr\tr\29614\speech.wav
D:\dnr\tr\29626\annots.csv,D:\dnr\tr\29626\mix.wav,D:\dnr\tr\29626\music.wav,D:\dnr\tr\29626\sfx.wav,D:\dnr\tr\29626\speech.wav
D:\dnr\tr\29674\annots.csv,D:\dnr\tr\29674\mix.wav,D:\dnr\tr\29674\music.wav,D:\dnr\tr\29674\sfx.wav,D:\dnr\tr\29674\speech.wav
D:\dnr\tr\29682\annots.csv,D:\dnr\tr\29682\mix.wav,D:\dnr\tr\29682\music.wav,D:\dnr\tr\29682\sfx.wav,D:\dnr\tr\29682\speech.wav
D:\dnr\tr\29724\annots.csv,D:\dnr\tr\29724\mix.wav,D:\dnr\tr\29724\music.wav,D:\dnr\tr\29724\sfx.wav,D:\dnr\tr\29724\speech.wav
D:\dnr\tr\29744\annots.csv,D:\dnr\tr\29744\mix.wav,D:\dnr\tr\29744\music.wav,D:\dnr\tr\29744\sfx.wav,D:\dnr\tr\29744\speech.wav
D:\dnr\tr\29752\annots.csv,D:\dnr\tr\29752\mix.wav,D:\dnr\tr\29752\music.wav,D:\dnr\tr\29752\sfx.wav,D:\dnr\tr\29752\speech.wav
D:\dnr\tr\29858\annots.csv,D:\dnr\tr\29858\mix.wav,D:\dnr\tr\29858\music.wav,D:\dnr\tr\29858\sfx.wav,D:\dnr\tr\29858\speech.wav
D:\dnr\tr\2987\annots.csv,D:\dnr\tr\2987\mix.wav,D:\dnr\tr\2987\music.wav,D:\dnr\tr\2987\sfx.wav,D:\dnr\tr\2987\speech.wav
D:\dnr\tr\29912\annots.csv,D:\dnr\tr\29912\mix.wav,D:\dnr\tr\29912\music.wav,D:\dnr\tr\29912\sfx.wav,D:\dnr\tr\29912\speech.wav
D:\dnr\tr\29919\annots.csv,D:\dnr\tr\29919\mix.wav,D:\dnr\tr\29919\music.wav,D:\dnr\tr\29919\sfx.wav,D:\dnr\tr\29919\speech.wav
D:\dnr\tr\29958\annots.csv,D:\dnr\tr\29958\mix.wav,D:\dnr\tr\29958\music.wav,D:\dnr\tr\29958\sfx.wav,D:\dnr\tr\29958\speech.wav
D:\dnr\tr\29963\annots.csv,D:\dnr\tr\29963\mix.wav,D:\dnr\tr\29963\music.wav,D:\dnr\tr\29963\sfx.wav,D:\dnr\tr\29963\speech.wav
D:\dnr\tr\29970\annots.csv,D:\dnr\tr\29970\mix.wav,D:\dnr\tr\29970\music.wav,D:\dnr\tr\29970\sfx.wav,D:\dnr\tr\29970\speech.wav
D:\dnr\tr\29979\annots.csv,D:\dnr\tr\29979\mix.wav,D:\dnr\tr\29979\music.wav,D:\dnr\tr\29979\sfx.wav,D:\dnr\tr\29979\speech.wav
D:\dnr\tr\29984\annots.csv,D:\dnr\tr\29984\mix.wav,D:\dnr\tr\29984\music.wav,D:\dnr\tr\29984\sfx.wav,D:\dnr\tr\29984\speech.wav
D:\dnr\tr\30012\annots.csv,D:\dnr\tr\30012\mix.wav,D:\dnr\tr\30012\music.wav,D:\dnr\tr\30012\sfx.wav,D:\dnr\tr\30012\speech.wav
D:\dnr\tr\30017\annots.csv,D:\dnr\tr\30017\mix.wav,D:\dnr\tr\30017\music.wav,D:\dnr\tr\30017\sfx.wav,D:\dnr\tr\30017\speech.wav
D:\dnr\tr\30031\annots.csv,D:\dnr\tr\30031\mix.wav,D:\dnr\tr\30031\music.wav,D:\dnr\tr\30031\sfx.wav,D:\dnr\tr\30031\speech.wav
